0,0.8685449361801147,0.853283166885376,0.9096961617469788,0
500,1.0,0.912697970867157,1.0,1
1000,1.0,0.26204806566238403,1.0,2
1500,1.0,0.0012771433684974909,1.0,3
2000,1.0,4.238501060171984e-05,1.0,4
2500,1.0,6.152807259240944e-07,1.0,5
3000,1.0,3.2359054102926166e-08,1.0,6
3500,1.0,2.789595499042008e-10,1.0,7
4000,1.0,3.467617165631154e-11,1.0,8
4500,1.0,6.841779313232488e-12,1.0,9
5000,1.0,1.6337342448932007e-13,1.0,10
5500,1.0,8.50044251025743e-14,1.0,11
6000,1.0,9.903688155007387e-16,1.0,12
6500,1.0,4.1562953809702857e-17,1.0,13
7000,1.0,1.0385427291148634e-16,1.0,14
7500,1.0,6.141787593193159e-17,1.0,15
8000,1.0,4.721245532516983e-19,1.0,16
8500,1.0,1.4598418199989975e-19,1.0,17
9000,1.0,5.300895552088391e-18,1.0,18
9500,1.0,3.429069959196474e-21,1.0,19
10000,1.0,9.403601653210925e-22,1.0,20
10500,1.0,1.9673913297173397e-22,1.0,21
11000,1.0,1.8310059566745842e-23,1.0,22
11500,1.0,1.9773060885615647e-24,1.0,23
12000,1.0,3.795280812499758e-24,1.0,24
12500,1.0,1.7081112489594205e-24,1.0,25
13000,1.0,7.076706999061798e-25,1.0,26
13500,1.0,5.701646883177996e-26,1.0,27
14000,1.0,2.1693507260635465e-25,1.0,28
14500,1.0,1.7487892251527155e-26,1.0,29
15000,1.0,1.48795991648677e-25,1.0,30
15500,1.0,6.392314019072831e-27,1.0,31
16000,1.0,1.0920673594922435e-25,1.0,32
16500,1.0,2.083163587270739e-28,1.0,33
17000,1.0,3.121025326847903e-28,1.0,34
17500,1.0,5.354253162413542e-29,1.0,35
18000,1.0,5.015452064762819e-27,1.0,36
18500,1.0,3.8941487362695975e-28,1.0,37
19000,1.0,2.2226483412692553e-28,1.0,38
19500,1.0,1.6323887300603477e-28,1.0,39
20000,1.0,6.7921101125084e-27,1.0,40
20500,1.0,1.5024750534393338e-27,1.0,41
21000,1.0,3.263663129091935e-29,1.0,42
21500,1.0,1.8103753032819683e-27,1.0,43
22000,1.0,3.6427249616727846e-30,1.0,44
22500,1.0,6.91455313094926e-29,1.0,45
23000,1.0,9.938593922105169e-28,1.0,46
23500,1.0,3.8736981287845e-30,1.0,47
24000,1.0,4.184201764209573e-31,1.0,48
24500,1.0,4.269723680209298e-31,1.0,49
25000,1.0,3.0328191535113524e-31,1.0,50
25500,1.0,2.07888556723352e-27,1.0,51
26000,1.0,1.3780474123390312e-29,1.0,52
26500,1.0,2.3604046935133057e-30,1.0,53
27000,1.0,8.17968703223079e-30,1.0,54
27500,1.0,2.2177149725049842e-32,1.0,55
28000,1.0,1.4008565762267484e-26,1.0,56
28500,1.0,4.839395137928525e-30,1.0,57
29000,1.0,5.891446501151753e-31,1.0,58
29500,1.0,6.971384445997957e-31,1.0,59
30000,1.0,1.9295430613733583e-31,1.0,60
30500,1.0,1.3381311941614498e-32,1.0,61
31000,1.0,7.793501097328873e-32,1.0,62
31500,1.0,1.3629076469535478e-29,1.0,63
32000,1.0,1.7078898482419114e-31,1.0,64
32500,1.0,6.687298465067713e-33,1.0,65
33000,1.0,2.9077146751770667e-30,1.0,66
33500,1.0,4.469849595096396e-33,1.0,67
34000,1.0,4.157022630351753e-33,1.0,68
34500,1.0,6.314071797023794e-30,1.0,69
35000,1.0,9.88816076614917e-33,1.0,70
35500,1.0,2.753443661738992e-29,1.0,71
36000,1.0,1.560124183935002e-33,1.0,72
36500,1.0,2.099670010600353e-28,1.0,73
37000,1.0,9.883461709849343e-30,1.0,74
37500,1.0,4.029264908453396e-32,1.0,75
38000,1.0,6.387380514797571e-30,1.0,76
38500,1.0,1.327211439389486e-32,1.0,77
39000,1.0,2.2996633856782092e-32,1.0,78
39500,1.0,4.24657022879396e-34,1.0,79
40000,1.0,1.913108974439611e-33,1.0,80
40500,1.0,3.850505131535149e-32,1.0,81
41000,1.0,1.870024626923578e-34,1.0,82
41500,1.0,1.4009272778767272e-32,1.0,83
42000,1.0,1.1471431168535832e-32,1.0,84
42500,1.0,2.4088939207080655e-33,1.0,85
43000,1.0,4.945726258836729e-34,1.0,86
43500,1.0,7.57053479823284e-33,1.0,87
44000,1.0,1.2156894985278925e-32,1.0,88
44500,1.0,5.047224796103059e-31,1.0,89
45000,1.0,2.8452751222044715e-34,1.0,90
45500,1.0,7.118629783607946e-30,1.0,91
46000,1.0,3.431902776999701e-32,1.0,92
46500,1.0,4.367238856503195e-33,1.0,93
47000,1.0,3.821898418562973e-31,1.0,94
47500,1.0,1.4157273762349537e-33,1.0,95
48000,1.0,1.2211326838940927e-31,1.0,96
48500,1.0,1.1134366244961203e-32,1.0,97
49000,1.0,1.1485844639455234e-31,1.0,98
49500,1.0,1.3635866712653003e-32,1.0,99
50000,1.0,6.741547529358161e-33,1.0,100
